702,2207,331,,,,
703,8289,330,,,,
704,6432,327,,,,
705,6202,327,,,,
706,639,327,,,,
707,6188,327,,,,
708,8383,326,,,,
709,8054,325,,,,
710,8924,323,,,,
711,4167,321,,,,
712,4402,320,,,,
713,00686R,320,,,,
714,3630,319,,,,
715,6167,319,,,,
716,4513,319,,,,
717,2387,318,,,,
718,2548,318,,,,
719,6411,318,,,,
720,5469,317,,,,
721,3221,315,,,,
722,3011,314,,,,
723,9929,313,,,,
724,6510,313,,,,
725,2451,312,,,,
726,4123,312,,,,
727,8401,312,,,,
728,8084,312,,,,
729,2444,312,,,,
730,6207,311,,,,
731,4147,310,,,,
732,6177,310,,,,
733,6109,309,,,,
734,2748,307,,,,
735,1526,306,,,,
736,8011,306,,,,
737,2062,304,,,,
738,3479,304,,,,
739,6219,303,,,,
740,6799,301,,,,
741,6485,301,,,,
742,1783,300,,,,
743,6829,299,,,,
744,1515,299,,,,
745,61,297,,,,
746,8403,296,,,,
747,6548,296,,,,
748,905,294,,,,
749,3024,293,,,,
750,4976,292,,,,
751,5355,292,,,,
752,1533,292,,,,
753,6152,291,,,,
754,3441,291,,,,
755,850,290,,,,
756,00725B,287,,,,
757,4736,287,,,,
758,5531,286,,,,
